id,student,part,state,responsesummary,fraction
1799579,anon11,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799606,anon12,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F",0
1799632,anon14,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.2],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799652,anon16,c,gaveup,Seed: 1; prt1: !,NA
1799676,anon17,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.2],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799697,anon18,c,gaveup,Seed: 1; prt1: !,NA
1799721,anon19,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.3,0.4],[1.0,0.2]] [score]; prt1: # = 0 | prt1-1-F",0
1799747,anon23,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.0,0.1],[0.5,0.3],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F",0
1799792,anon27,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799821,anon30,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799847,anon31,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F",0.5
1799874,anon32,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799901,anon33,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799928,anon34,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799954,anon35,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.6,0.5],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799980,anon36,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.4],[0.5,1.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800007,anon37,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.2,0.2],[1.0,0.1]] [score]; prt1: # = 0 | prt1-1-F",0
1800034,anon39,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.1],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800057,anon40,c,gaveup,Seed: 1; prt1: !,NA
1800082,anon41,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.0,0.5],[0.0,0.5],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",0
1800108,anon44,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.7],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F",0.5
1800134,anon45,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800160,anon46,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.5,0.2],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800187,anon47,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.1,0.1],[0.3,0.3],[0.6,0.6],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1). | prt1-2-F",0
1800213,anon48,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800239,anon49,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.0,0.5],[0.0,0.5],[0.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1800265,anon50,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.7,1.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800292,anon51,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.7],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800319,anon53,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.5],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800345,anon54,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.3],[0.4,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800371,anon55,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.6,0.0],[0.9,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800398,anon56,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800425,anon59,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F",0.5
1800452,anon60,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800479,anon61,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.0,0.5],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",0
1800506,anon62,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.5,0.7],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800533,anon63,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800560,anon64,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800587,anon65,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.5,0.5],[0.9,1.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800614,anon66,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.5],[0.2,0.3],[0.7,0.1],[1.0,0.8]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800635,anon67,c,gaveup,Seed: 1; prt1: !,NA
1800661,anon68,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.3],[0.6,0.3],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800688,anon69,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800715,anon70,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,1.0],[0.7,1.0],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | prt1-4-F",0
1800742,anon72,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.6,0.0],[0.9,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800769,anon74,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,1.0],[0.8,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800795,anon75,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.4,0.6],[0.7,0.2],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800821,anon76,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.6,0.7],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800848,anon77,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.5,0.2],[0.8,1.1],[1.0,0.6]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800875,anon79,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.2],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800902,anon80,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.0,0.5],[0.7,0.0],[0.0,1.0]] [score]; prt1: # = 0 | prt1-1-F",0
1800928,anon81,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.6,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800955,anon83,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.8],[0.2,0.1],[0.7,0.1],[1.0,0.8]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800983,anon84,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801009,anon85,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801035,anon86,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801062,anon87,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801090,anon88,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F",0.5
1801118,anon90,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.1,0.5],[0.6,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1801145,anon92,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.3,1.0],[0.8,1.0],[0.3,0.7],[0.8,1.0]] [score]; prt1: # = 0 | prt1-1-F",0
1801174,anon93,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.6],[0.7,0.2],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801203,anon94,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.5,0.7],[0.6,0.7],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801229,anon95,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.6,0.5],[0.1,0.4],[0.5,1.0]] [score]; prt1: # = 0 | prt1-1-F",0
1801255,anon96,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801284,anon97,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1801312,anon98,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801341,anon99,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.8],[1.0,0.6],[0.0,0.3],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",0
1801368,anon100,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801395,anon102,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.8],[0.5,0.0],[1.0,0.3]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801422,anon103,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.3,0.5],[0.9,1.0]] [score]; prt1: # = 0 | prt1-1-F",0
1801449,anon104,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801475,anon105,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.8,1.0],[1.0,1.0],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",0
1801501,anon106,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,1.0],[1.0,0.7]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801530,anon107,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.6],[0.9,0.5],[0.7,0.0]] [score]; prt1: # = 0 | prt1-1-F",0
1801557,anon108,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801582,anon110,c,gaveup,Seed: 1; prt1: !,NA
1801608,anon111,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.2],[0.6,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801636,anon112,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801664,anon113,c,gaveup,Seed: 1; prt1: !,NA
1801691,anon114,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801717,anon115,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.6],[0.7,0.6],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1801744,anon116,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.1,0.6],[0.6,0.6],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801767,anon117,c,gaveup,Seed: 1; prt1: !,NA
1801794,anon118,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.1,0.1],[0.3,0.3],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1). | prt1-2-F",0
1801821,anon119,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.5],[0.5,0.2],[0.5,0.2],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F",0
1801848,anon120,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.1],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F",0
1801869,anon121,c,gaveup,Seed: 1; prt1: !,NA
1801894,anon122,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801919,anon123,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.5],[0.3,0.0],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1801945,anon125,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.6,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801973,anon126,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.2],[0.6,0.8],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802000,anon127,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1802029,anon128,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802056,anon130,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802083,anon131,c,gradedwrong,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.2,1.0],[0.6,1.0],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | prt1-4-F",0
1802110,anon132,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.6,0.4],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802137,anon133,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,1.0],[1.0,0.7]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802163,anon134,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802191,anon135,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802217,anon137,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1802244,anon138,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802271,anon139,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802296,anon140,c,gaveup,Seed: 1; prt1: !,NA
1802321,anon141,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.4,0.4],[0.7,1.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802350,anon142,c,gradedpartial,"Seed: 1; pwc_ans1: [[0.0,0.8],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1802377,anon143,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802401,anon144,c,gaveup,Seed: 1; prt1: !,NA
1802425,anon145,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802452,anon146,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.5,0.4],[0.6,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802480,anon147,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.6,0.0],[0.9,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802507,anon148,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.6,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802533,anon149,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,0.0],[0.5,1.0],[0.9,0.2],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802563,anon150,c,gradedright,"Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.9],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
